Incident Number,Year,Responding Agency,Initial Call Type,Final Call Type
15227054,2015,SPD ,TRFSTP,ARREST
15227243,2015,SPD ,TRFSTP,ARREST
15227250,2015,SPD ,LOCSUB,ARREST
15227344,2015,SPD ,LOCSUB,ARREST
15227406,2015,SPD ,DSPUT ,ARREST
15227610,2015,SPD ,TRFSTP,ARREST
15227685,2015,SPD ,DSRDSU,ARREST
15227720,2015,SPD ,CHKWLF,ARREST
15227930,2015,SPD ,TRFSTP,ARREST
15157368,2015,SPD ,LOCSUB,ARREST
15157487,2015,SPD ,TRFSTP,ARREST
15157882,2015,SPD ,DSPUT ,ARREST
15157943,2015,SPD ,TRFSTP,ARREST
15158052,2015,SPD ,DSPUT ,ARREST
15158274,2015,SPD ,HR    ,ARREST
15158290,2015,SPD ,ACVEPD,ARREST
15158354,2015,SPD ,DSPUT ,ARREST
15228236,2015,SPD ,TRFHAZ,ARREST
15228477,2015,SPD ,PERSTP,ARREST
15228495,2015,SPD ,TRFSTP,ARREST
15228582,2015,SPD ,LOCSUB,ARREST
15228712,2015,SPD ,MVANO ,ARREST
15228733,2015,SPD ,MVANO ,ARREST
15158491,2015,SPD ,DSRDSU,ARREST
15158510,2015,SPD ,TRSPS ,ARREST
15158513,2015,SPD ,DSPUT ,ARREST
15158731,2015,SPD ,TRSPS ,ARREST
15159070,2015,SPD ,3050,ARREST
15159190,2015,SPD ,CHKWLF,ARREST
15159192,2015,SPD ,TRFSTP,ARREST
15159206,2015,SPD ,3050,ARREST
15159232,2015,SPD ,TRFSTP,ARREST
15159379,2015,SPD ,DSPUT ,ARREST
15159385,2015,SPD ,ATLDRK,ARREST
15159568,2015,SPD ,OPNCTR,ARREST
15229231,2015,SPD ,3050,ARREST
15229431,2015,SPD ,TRFSTP,ARREST
15229471,2015,SPD ,TRFSTP,ARREST
15229533,2015,SPD ,PERSTP,ARREST
15159947,2015,SPD ,TRSPS ,ARREST
15160050,2015,SPD ,LOCSUB,ARREST
15160091,2015,SPD ,TRSPS ,ARREST
15160232,2015,SPD ,TRFSTP,ARREST
15160268,2015,SPD ,TRFSTP,ARREST
15160740,2015,SPD ,SHOP  ,ARREST
15160755,2015,SPD ,INTXSU,ARREST
15160799,2015,SPD ,LOCPRO,ARREST
15160899,2015,SPD ,TRFSTP,ARREST
15160992,2015,SPD ,SHOP  ,ARREST
15161027,2015,SPD ,ILGLCA,ARREST
15161161,2015,SPD ,ALMAUD,ARREST
15161166,2015,SPD ,TRFSTP,ARREST
15161171,2015,SPD ,PERSTP,ARREST
15161179,2015,SPD ,FIGHT ,ARREST
15161223,2015,SPD ,BURG  ,ARREST
15161243,2015,SPD ,DSPUT ,ARREST
15161276,2015,SPD ,SUISUB,ARREST
15161328,2015,SPD ,TRFSTP,ARREST
15161383,2015,SPD ,DSPUT ,ARREST
15161643,2015,SPD ,THEFT ,ARREST
15161808,2015,SPD ,SUBJDO,ARREST
15161827,2015,SPD ,TRFSTP,ARREST
15229901,2015,SPD ,DSPUT ,ARREST
15229942,2015,SPD ,PERSTP,ARREST
15230018,2015,SPD ,PERSTP,ARREST
15162060,2015,SPD ,UNKNPR,ARREST
15162148,2015,SPD ,TRFSTP,ARREST
15162174,2015,SPD ,THEFT ,ARREST
15162232,2015,SPD ,TRFSTP,ARREST
15162283,2015,SPD ,ATLDRK,ARREST
15162335,2015,SPD ,TRSPS ,ARREST
15162773,2015,SPD ,TRFSTP,ARREST
15162779,2015,SPD ,TRFSTP,ARREST
15162825,2015,SPD ,FOLUP ,ARREST
15162928,2015,SPD ,PERSTP,ARREST
15162958,2015,SPD ,INTXSU,ARREST
15162972,2015,SPD ,TRFSTP,ARREST
15163152,2015,SPD ,TRFSTP,ARREST
15163153,2015,SPD ,TRFSTP,ARREST
15163163,2015,SPD ,DSPUT ,ARREST
15163359,2015,SPD ,REKDRI,ARREST
15230306,2015,SPD ,DSRDSU,ARREST
15230343,2015,SPD ,TRFSTP,ARREST
15230359,2015,SPD ,PERSTP,ARREST
15230364,2015,SPD ,TRFSTP,ARREST
15230445,2015,SPD ,TRFSTP,ARREST
15230524,2015,SPD ,WARSER,ARREST
15230649,2015,SPD ,TRFSTP,ARREST
15230745,2015,SPD ,TRFSTP,ARREST
15163860,2015,SPD ,TRFSTP,ARREST
15163879,2015,SPD ,TRFSTP,ARREST
15163939,2015,SPD ,PERSTP,ARREST
15163941,2015,SPD ,TRSPS ,ARREST
15163979,2015,SPD ,CHKWLF,ARREST
15163983,2015,SPD ,WARSER,ARREST
15164104,2015,SPD ,CHKWLF,ARREST
15164225,2015,SPD ,SUSPCO,ARREST
15164481,2015,SPD ,DSPUT ,ARREST
15230892,2015,SPD ,PERSTP,ARREST
15231291,2015,SPD ,TRFSTP,ARREST
15231321,2015,SPD ,PERSTP,ARREST
15231324,2015,SPD ,ATLDRK,ARREST
15231356,2015,SPD ,LOCSUB,ARREST
15231373,2015,SPD ,TRFSTP,ARREST
15231391,2015,SPD ,PERSTP,ARREST
15231434,2015,SPD ,PERSTP,ARREST
15231574,2015,SPD ,SUSPCO,ARREST
15232040,2015,SPD ,ATLDRK,ARREST
15232109,2015,SPD ,DSRDSU,ARREST
15232149,2015,SPD ,DSPUT ,ARREST
15232218,2015,SPD ,DRUGIN,ARREST
15232274,2015,SPD ,FRAUD ,ARREST
15232328,2015,SPD ,FRAUD ,ARREST
15232355,2015,SPD ,TRSPS ,ARREST
15164579,2015,SPD ,MVAUNK,ARREST
15164608,2015,SPD ,DSPUT ,ARREST
15164684,2015,SPD ,3050,ARREST
15164742,2015,SPD ,DSRDSU,ARREST
15164767,2015,SPD ,ATLDRK,ARREST
15165285,2015,SPD ,LOCSUB,ARREST
15165328,2015,SPD ,THEFT ,ARREST
15165342,2015,SPD ,TRSPS ,ARREST
15165385,2015,SPD ,BURG  ,ARREST
15165438,2015,SPD ,ASLTIN,ARREST
15165506,2015,SPD ,DSRDSU,ARREST
15165533,2015,SPD ,TRAN  ,ARREST
15165934,2015,SPD ,CHKWLF,ARREST
15166036,2015,SPD ,ASTPUB,ARREST
15166307,2015,SPD ,SUSPVE,ARREST
15166319,2015,SPD ,THEFT ,ARREST
15166371,2015,SPD ,REKEND,ARREST
15166640,2015,SPD ,WARSER,ARREST
15166660,2015,SPD ,TRFSTP,ARREST
15166691,2015,SPD ,LOCSUB,ARREST
15167022,2015,SPD ,TRFHAZ,ARREST
15167056,2015,SPD ,THEFT ,ARREST
15167153,2015,SPD ,TRFSTP,ARREST
15167198,2015,SPD ,LOCSUB,ARREST
15167232,2015,SPD ,LOCSUB,ARREST
15167235,2015,SPD ,ASLTIN,ARREST
15167379,2015,SPD ,THEFT ,ARREST
15232577,2015,SPD ,CRMSCH,ARREST
15232617,2015,SPD ,THEFT ,ARREST
15232659,2015,SPD ,THEFT ,ARREST
15232699,2015,SPD ,DSPUT ,ARREST
15233016,2015,SPD ,PERSTP,ARREST
15167441,2015,SPD ,TRFSTP,ARREST
15167480,2015,SPD ,INDEXP,ARREST
15167490,2015,SPD ,SUSPCO,ARREST
15167970,2015,SPD ,LOCSUB,ARREST
15168030,2015,SPD ,THEFT ,ARREST
15168044,2015,SPD ,CHKWLF,ARREST
15168086,2015,SPD ,PERSTP,ARREST
15168151,2015,SPD ,TRFSTP,ARREST
15168350,2015,SPD ,TRFSTP,ARREST
15168359,2015,SPD ,PERSTP,ARREST
15168408,2015,SPD ,SPEDVE,ARREST
15168441,2015,SPD ,PERSTP,ARREST
15168686,2015,SPD ,REKDRI,ARREST
15233057,2015,SPD ,TRFSTP,ARREST
15233076,2015,SPD ,PERSTP,ARREST
15233094,2015,SPD ,ILGLCA,ARREST
15233405,2015,SPD ,TRFSTP,ARREST
15233558,2015,SPD ,TRSPS ,ARREST
15168754,2015,SPD ,3050,ARREST
15168775,2015,SPD ,DRUGIN,ARREST
15168814,2015,SPD ,3050,ARREST
15168844,2015,SPD ,ANICRU,ARREST
15168930,2015,SPD ,TRFSTP,ARREST
15168975,2015,SPD ,TRFSTP,ARREST
15169036,2015,SPD ,LOCSUB,ARREST
15169056,2015,SPD ,TRFSTP,ARREST
15169209,2015,SPD ,DSRDJU,ARREST
15169490,2015,SPD ,DSPUT ,ARREST
15169738,2015,SPD ,TRFSTP,ARREST
15169852,2015,SPD ,DSPUT ,ARREST
15169855,2015,SPD ,THEFT ,ARREST
15169906,2015,SPD ,PERSTP,ARREST
15170011,2015,SPD ,LOCSUB,ARREST
15170104,2015,SPD ,TRFSTP,ARREST
15170133,2015,SPD ,OD    ,ARREST
15170145,2015,SPD ,WARSER,ARREST
15170154,2015,SPD ,THEFT ,ARREST
15170557,2015,SPD ,TRFSTP,ARREST
15170625,2015,SPD ,DSRDSU,ARREST
15170706,2015,SPD ,ASSTFD,ARREST
15170734,2015,SPD ,BURG  ,ARREST
15170807,2015,SPD ,LOCSUB,ARREST
15170815,2015,SPD ,TRFSTP,ARREST
15170837,2015,SPD ,LOCSUB,ARREST
15170982,2015,SPD ,IPN   ,ARREST
15233696,2015,SPD ,DSPTFM,ARREST
15233784,2015,SPD ,DSPUT ,ARREST
15233839,2015,SPD ,PERSTP,ARREST
15171001,2015,SPD ,INTXSU,ARREST
15171003,2015,SPD ,TRFSTP,ARREST
15171439,2015,SPD ,DSRDSU,ARREST
15171478,2015,SPD ,TRFSTP,ARREST
15171537,2015,SPD ,3050,ARREST
15171739,2015,SPD ,TRSPS ,ARREST
15171747,2015,SPD ,TRFSTP,ARREST
15171774,2015,SPD ,TRFSTP,ARREST
15172160,2015,SPD ,ATLDRK,ARREST
15172168,2015,SPD ,3050,ARREST
15172362,2015,SPD ,PERSTP,ARREST
15172373,2015,SPD ,3050,ARREST
15172617,2015,SPD ,PERSTP,ARREST
15172688,2015,SPD ,SUSPSU,ARREST
15173012,2015,SPD ,DRVCMP,ARREST
15173109,2015,SPD ,LOCSUB,ARREST
15173286,2015,SPD ,TRFSTP,ARREST
15234416,2015,SPD ,SUSPCO,ARREST
15234593,2015,SPD ,SUSPSU,ARREST
15234630,2015,SPD ,DSPUT ,ARREST
15234670,2015,SPD ,SUSPCO,ARREST
15173499,2015,SPD ,TRFSTP,ARREST
15173598,2015,SPD ,PERSTP,ARREST
15173803,2015,SPD ,TRFSTP,ARREST
15173882,2015,SPD ,3050,ARREST
15174087,2015,SPD ,TRFSTP,ARREST
15174538,2015,SPD ,TRFSTP,ARREST
15235109,2015,SPD ,THEFT ,ARREST
15235277,2015,SPD ,CHKWLF,ARREST
15235300,2015,SPD ,THEFT ,ARREST
15235334,2015,SPD ,INFOPD,ARREST
15235366,2015,SPD ,SHOP  ,ARREST
15235537,2015,SPD ,TRFSTP,ARREST
15174866,2015,SPD ,THEFT ,ARREST
15174969,2015,SPD ,PERSTP,ARREST
15174975,2015,SPD ,WARSER,ARREST
15175020,2015,SPD ,LOCSUB,ARREST
15175086,2015,SPD ,TRFSTP,ARREST
15175141,2015,SPD ,TRFSTP,ARREST
15175193,2015,SPD ,TRFSTP,ARREST
15175263,2015,SPD ,ATLDRK,ARREST
15175372,2015,SPD ,PERSTP,ARREST
15175744,2015,SPD ,PERSTP,ARREST
15175816,2015,SPD ,DSRDSU,ARREST
15175829,2015,SPD ,MVAUNK,ARREST
15175865,2015,SPD ,TRSPS ,ARREST
15235663,2015,SPD ,ASLT  ,ARREST
15235695,2015,SPD ,LOCSUB,ARREST
15235774,2015,SPD ,DSRDJU,ARREST
15235926,2015,SPD ,TRSPS ,ARREST
15236118,2015,SPD ,VIORST,ARREST
15175922,2015,SPD ,ATLDRK,ARREST
15176067,2015,SPD ,PERSTP,ARREST
15176081,2015,SPD ,TRFSTP,ARREST
15176113,2015,SPD ,TRFSTP,ARREST
15176116,2015,SPD ,TRFSTP,ARREST
15176122,2015,SPD ,PROWLR,ARREST
15176155,2015,SPD ,TRSPS ,ARREST
15176162,2015,SPD ,SUSPCO,ARREST
15176199,2015,SPD ,DSPUT ,ARREST
15176255,2015,SPD ,ARMDSU,ARREST
15176363,2015,SPD ,DSPUT ,ARREST
15176611,2015,SPD ,ASTOUT,ARREST
15176735,2015,SPD ,DSPUT ,ARREST
15176799,2015,SPD ,FIGHT ,ARREST
15176860,2015,SPD ,DSPUT ,ARREST
15176964,2015,SPD ,TRFSTP,ARREST
15177024,2015,SPD ,PERSTP,ARREST
15236393,2015,SPD ,DSRDSU,ARREST
15236409,2015,SPD ,FOLUP ,ARREST
15236445,2015,SPD ,INTXSU,ARREST
15236472,2015,SPD ,PERSTP,ARREST
15236498,2015,SPD ,TRFSTP,ARREST
15236522,2015,SPD ,TRFSTP,ARREST
15236665,2015,SPD ,TRFSTP,ARREST
15236777,2015,SPD ,SUSPVE,ARREST
15236800,2015,SPD ,TRFSTP,ARREST
15236834,2015,SPD ,TRFSTP,ARREST
15177193,2015,SPD ,LOCSUB,ARREST
15177692,2015,SPD ,3050,ARREST
15177701,2015,SPD ,SUSPSU,ARREST
15177730,2015,SPD ,ACVEPD,ARREST
15177786,2015,SPD ,INTXSU,ARREST
15177832,2015,SPD ,TRSPS ,ARREST
15177858,2015,SPD ,INTXSU,ARREST
15177892,2015,SPD ,DSRDSU,ARREST
15177919,2015,SPD ,TRFSTP,ARREST
15177991,2015,SPD ,ASLT  ,ARREST
15236851,2015,SPD ,TRFSTP,ARREST
15236906,2015,SPD ,TRSPS ,ARREST
15236994,2015,SPD ,THEFT ,ARREST
15237041,2015,SPD ,ATLDRK,ARREST
15237292,2015,SPD ,TRFSTP,ARREST
15237343,2015,SPD ,PERSTP,ARREST
15237409,2015,SPD ,DSPUT ,ARREST
15237454,2015,SPD ,TRFSTP,ARREST
15237486,2015,SPD ,SUSPSU,ARREST
15237537,2015,SPD ,DSRDSU,ARREST
15237556,2015,SPD ,ILGLCA,ARREST
15237558,2015,SPD ,LOCSUB,ARREST
15178110,2015,SPD ,PERSTP,ARREST
15178311,2015,SPD ,DSPUT ,ARREST
15178432,2015,SPD ,DSPUT ,ARREST
15178504,2015,SPD ,TRFSTP,ARREST
15178527,2015,SPD ,DSPUT ,ARREST
15178648,2015,SPD ,REKDRI,ARREST
15178679,2015,SPD ,TRSPS ,ARREST
15178735,2015,SPD ,THEFT ,ARREST
15178808,2015,SPD ,DSPUT ,ARREST
15178905,2015,SPD ,TRFSTP,ARREST
15178908,2015,SPD ,DSPUT ,ARREST
15178980,2015,SPD ,LOCSUB,ARREST
15237652,2015,SPD ,THEFT ,ARREST
15237669,2015,SPD ,DSPUT ,ARREST
15237675,2015,SPD ,HARAS ,ARREST
15237791,2015,SPD ,SUISUB,ARREST
15237794,2015,SPD ,SHOP  ,ARREST
15237895,2015,SPD ,ARMDSU,ARREST
15237943,2015,SPD ,3050,ARREST
15238058,2015,SPD ,ATLDRK,ARREST
15238091,2015,SPD ,THEFT ,ARREST
15238136,2015,SPD ,ATLDRK,ARREST
15238153,2015,SPD ,PROWLR,ARREST
15238192,2015,SPD ,PERSTP,ARREST
15238247,2015,SPD ,LOCSUB,ARREST
15238278,2015,SPD ,TRFSTP,ARREST
15238326,2015,SPD ,TRFSTP,ARREST
15179289,2015,SPD ,DSPUT ,ARREST
15179401,2015,SPD ,SHOP  ,ARREST
15179518,2015,SPD ,DSRDSU,ARREST
15179545,2015,SPD ,TRFSTP,ARREST
15179602,2015,SPD ,THEFT ,ARREST
15179862,2015,SPD ,LOCSUB,ARREST
15179908,2015,SPD ,TRSPS ,ARREST
15179951,2015,SPD ,PERSTP,ARREST
15179954,2015,SPD ,PERSTP,ARREST
15238336,2015,SPD ,SUBJDO,ARREST
15238398,2015,SPD ,SUBJDO,ARREST
15238466,2015,SPD ,LOCSUB,ARREST
15238470,2015,SPD ,PERSTP,ARREST
15238479,2015,SPD ,PERSTP,ARREST
15238745,2015,SPD ,REKEND,ARREST
15238782,2015,SPD ,TRFSTP,ARREST
15238789,2015,SPD ,3050,ARREST
15238920,2015,SPD ,3050,ARREST
15238948,2015,SPD ,TRSPS ,ARREST
15180468,2015,SPD ,DSRDSU,ARREST
15180508,2015,SPD ,TRAN  ,ARREST
15180841,2015,SPD ,ATLDRK,ARREST
15180862,2015,SPD ,SUSPVE,ARREST
15180930,2015,SPD ,LOCPRO,ARREST
15180960,2015,SPD ,PERSTP,ARREST
15181066,2015,SPD ,PERSTP,ARREST
15181374,2015,SPD ,SUSPCO,ARREST
15181442,2015,SPD ,TRSPS ,ARREST
15181549,2015,SPD ,DSRDJU,ARREST
15181603,2015,SPD ,SUSPSU,ARREST
15181718,2015,SPD ,SUSPSU,ARREST
15181745,2015,SPD ,SUSPCO,ARREST
15181782,2015,SPD ,MENACE,ARREST
15181921,2015,SPD ,PERSTP,ARREST
15181943,2015,SPD ,FIGHT ,ARREST
15181955,2015,SPD ,MVAUNK,ARREST
15181972,2015,SPD ,MVAUNK,ARREST
15182063,2015,SPD ,CHKWLF,ARREST
15182154,2015,SPD ,SUSPSU,ARREST
15182376,2015,SPD ,LOCSUB,ARREST
15182403,2015,SPD ,DSPUT ,ARREST
15182499,2015,SPD ,DSRDSU,ARREST
15182596,2015,SPD ,DSPUT ,ARREST
15182615,2015,SPD ,SUSPSU,ARREST
15182628,2015,SPD ,3050,ARREST
15238979,2015,SPD ,PERSTP,ARREST
15239036,2015,SPD ,TRFSTP,ARREST
15239067,2015,SPD ,TRFSTP,ARREST
15239082,2015,SPD ,BURG  ,ARREST
15182637,2015,SPD ,PERSTP,ARREST
15182647,2015,SPD ,ASLTIN,ARREST
15182657,2015,SPD ,SUSPCO,ARREST
15182731,2015,SPD ,DSRDSU,ARREST
15182785,2015,SPD ,LOCSUB,ARREST
15182802,2015,SPD ,WARSER,ARREST
15182805,2015,SPD ,DSRDSU,ARREST
15183312,2015,SPD ,LOCSUB,ARREST
15183446,2015,SPD ,DSRDSU,ARREST
15183589,2015,SPD ,TRFSTP,ARREST
15183662,2015,SPD ,PERSTP,ARREST
15183678,2015,SPD ,PERSTP,ARREST
15239680,2015,SPD ,DSRDSU,ARREST
15239787,2015,SPD ,TRFSTP,ARREST
15239914,2015,SPD ,PERSTP,ARREST
15239948,2015,SPD ,TRFSTP,ARREST
15239954,2015,SPD ,LOCSUB,ARREST
15239965,2015,SPD ,TRFSTP,ARREST
15239975,2015,SPD ,TRFSTP,ARREST
15183715,2015,SPD ,OD    ,ARREST
15183719,2015,SPD ,PERSTP,ARREST
15183800,2015,SPD ,ATL   ,ARREST
15183921,2015,SPD ,SHOP  ,ARREST
15184011,2015,SPD ,3050,ARREST
15184149,2015,SPD ,THEFT ,ARREST
15184162,2015,SPD ,MVANO ,ARREST
15184252,2015,SPD ,TRFSTP,ARREST
15184266,2015,SPD ,PERSTP,ARREST
15184334,2015,SPD ,CHKWLF,ARREST
15184365,2015,SPD ,TRFSTP,ARREST
15184370,2015,SPD ,DSPUT ,ARREST
15240082,2015,SPD ,LOCSUB,ARREST
15240155,2015,SPD ,FOLUP ,ARREST
15240255,2015,SPD ,LOCSUB,ARREST
15240417,2015,SPD ,FOLUP ,ARREST
15240422,2015,SPD ,DSRDSU,ARREST
15240621,2015,SPD ,INTXSU,ARREST
15184436,2015,SPD ,INTXSU,ARREST
15184520,2015,SPD ,PERSTP,ARREST
15184599,2015,SPD ,CHKWLF,ARREST
15184608,2015,SPD ,HARAS ,ARREST
15184653,2015,SPD ,LOCSUB,ARREST
15184761,2015,SPD ,PERSTP,ARREST
15185149,2015,SPD ,ANICRU,ARREST
15185293,2015,SPD ,ASLT  ,ARREST
15185444,2015,SPD ,PERSTP,ARREST
15185602,2015,SPD ,ATLDRK,ARREST
15185828,2015,SPD ,TRFSTP,ARREST
15240691,2015,SPD ,DSPUT ,ARREST
15240731,2015,SPD ,TRFSTP,ARREST
15240752,2015,SPD ,TRFSTP,ARREST
15240768,2015,SPD ,PERSTP,ARREST
15240790,2015,SPD ,TRFSTP,ARREST
15240816,2015,SPD ,LOCSUB,ARREST
15240935,2015,SPD ,DSRDSU,ARREST
15240980,2015,SPD ,SHOP  ,ARREST
15241071,2015,SPD ,LOCSUB,ARREST
15241088,2015,SPD ,3050,ARREST
15186144,2015,SPD ,SUSPCO,ARREST
15186245,2015,SPD ,TRSPS ,ARREST
15186314,2015,SPD ,TRFSTP,ARREST
15186425,2015,SPD ,DSRDSU,ARREST
15186490,2015,SPD ,LOCSUB,ARREST
15186494,2015,SPD ,TRFSTP,ARREST
15186522,2015,SPD ,TRFSTP,ARREST
15186576,2015,SPD ,DSRDSU,ARREST
15186706,2015,SPD ,LOCSUB,ARREST
15186762,2015,SPD ,TRSPS ,ARREST
15187187,2015,SPD ,DSRDSU,ARREST
15187281,2015,SPD ,SUBJDO,ARREST
15187458,2015,SPD ,PERSTP,ARREST
15187499,2015,SPD ,CRMSCH,ARREST
15187612,2015,SPD ,BURG  ,ARREST
15187756,2015,SPD ,VIORST,ARREST
15187779,2015,SPD ,CRMSCH,ARREST
15241114,2015,SPD ,DSPUT ,ARREST
15241202,2015,SPD ,DSPUT ,ARREST
15241227,2015,SPD ,CHKWLF,ARREST
15241480,2015,SPD ,TRFSTP,ARREST
15241524,2015,SPD ,DSPUT ,ARREST
15188289,2015,SPD ,TRFSTP,ARREST
15188354,2015,SPD ,MENACE,ARREST
15188474,2015,SPD ,TRFSTP,ARREST
15188552,2015,SPD ,SUSPCO,ARREST
15188660,2015,SPD ,SUSPVE,ARREST
15188742,2015,SPD ,TRFSTP,ARREST
15188784,2015,SPD ,HARAS ,ARREST
15188888,2015,SPD ,DSPUT ,ARREST
15188979,2015,SPD ,MVANO ,ARREST
15189083,2015,SPD ,LOCSUB,ARREST
15189153,2015,SPD ,SUSPCO,ARREST
15242047,2015,SPD ,3050,ARREST
15242121,2015,SPD ,3050,ARREST
15242173,2015,SPD ,ILGLCA,ARREST
15242178,2015,SPD ,DSPUT ,ARREST
15242232,2015,SPD ,FOLUP ,ARREST
15242326,2015,SPD ,FOLUP ,ARREST
15189203,2015,SPD ,TRFSTP,ARREST
15189242,2015,SPD ,TRFSTP,ARREST
15189875,2015,SPD ,DSRDSU,ARREST
15189924,2015,SPD ,INTXSU,ARREST
15189962,2015,SPD ,DSPUT ,ARREST
15190251,2015,SPD ,TRSPS ,ARREST
15190451,2015,SPD ,3050,ARREST
15190523,2015,SPD ,DSRDSU,ARREST
15242365,2015,SPD ,DSPUT ,ARREST
15242382,2015,SPD ,MVANO ,ARREST
15242573,2015,SPD ,THEFT ,ARREST
15242805,2015,SPD ,THEFT ,ARREST
15242819,2015,SPD ,WARSER,ARREST
15190708,2015,SPD ,TRFSTP,ARREST
15190839,2015,SPD ,LOCSUB,ARREST
15190914,2015,SPD ,LOCSUB,ARREST
15191006,2015,SPD ,PERSTP,ARREST
15191065,2015,SPD ,PERSTP,ARREST
15191082,2015,SPD ,TRSPS ,ARREST
15191141,2015,SPD ,WARSER,ARREST
15191211,2015,SPD ,WARSER,ARREST
15191622,2015,SPD ,FOLUP ,ARREST
15191711,2015,SPD ,TRFSTP,ARREST
15191729,2015,SPD ,PERSTP,ARREST
15191738,2015,SPD ,LOCSUB,ARREST
15191792,2015,SPD ,CHKWLF,ARREST
15243104,2015,SPD ,TRFSTP,ARREST
15243187,2015,SPD ,3050,ARREST
15243231,2015,SPD ,THEFT ,ARREST
15243250,2015,SPD ,SUSPSU,ARREST
15243367,2015,SPD ,THEFT ,ARREST
15243420,2015,SPD ,SHOP  ,ARREST
15243434,2015,SPD ,TRFSTP,ARREST
15243536,2015,SPD ,SUBJDO,ARREST
15243599,2015,SPD ,HARAS ,ARREST
15243640,2015,SPD ,HR    ,ARREST
15191894,2015,SPD ,WARSER,ARREST
15192059,2015,SPD ,TRFSTP,ARREST
15192095,2015,SPD ,TRFSTP,ARREST
15192136,2015,SPD ,TRFSTP,ARREST
15192143,2015,SPD ,BURG  ,ARREST
15192552,2015,SPD ,THEFT ,ARREST
15192592,2015,SPD ,ASLT  ,ARREST
15193023,2015,SPD ,TRFSTP,ARREST
15193065,2015,SPD ,DSRDSU,ARREST
15193104,2015,SPD ,TRFSTP,ARREST
15193214,2015,SPD ,SUSPSU,ARREST
15193291,2015,SPD ,TRFSTP,ARREST
15193666,2015,SPD ,THEFT ,ARREST
15193686,2015,SPD ,DSPUT ,ARREST
15193976,2015,SPD ,TRFSTP,ARREST
15194009,2015,SPD ,DSPUT ,ARREST
15194057,2015,SPD ,PERSTP,ARREST
15194121,2015,SPD ,ATLDRK,ARREST
15244244,2015,SPD ,DSPUT ,ARREST
15244373,2015,SPD ,TRFSTP,ARREST
15194495,2015,SPD ,SHOP  ,ARREST
15194545,2015,SPD ,FOLUP ,ARREST
15194798,2015,SPD ,TRFSTP,ARREST
15194884,2015,SPD ,TRFSTP,ARREST
15194912,2015,SPD ,DSPUT ,ARREST
15194982,2015,SPD ,DSPUT ,ARREST
15195038,2015,SPD ,DSPUT ,ARREST
15195055,2015,SPD ,ATL   ,ARREST
15195136,2015,SPD ,VIORST,ARREST
15244889,2015,SPD ,3050,ARREST
15244952,2015,SPD ,ATLDRK,ARREST
15244978,2015,SPD ,3050,ARREST
15245013,2015,SPD ,SUSPCO,ARREST
15245014,2015,SPD ,SUSPCO,ARREST
15245092,2015,SPD ,TRFSTP,ARREST
15195281,2015,SPD ,TRFSTP,ARREST
15195371,2015,SPD ,ATLDRK,ARREST
15195574,2015,SPD ,3050,ARREST
15195706,2015,SPD ,PERSTP,ARREST
15195728,2015,SPD ,TRFSTP,ARREST
15195793,2015,SPD ,PERSTP,ARREST
15195809,2015,SPD ,TRFSTP,ARREST
15195812,2015,SPD ,PERSTP,ARREST
15195833,2015,SPD ,TRFSTP,ARREST
15245742,2015,SPD ,ASTPUB,ARREST
15245828,2015,SPD ,PERSTP,ARREST
15245849,2015,SPD ,TRSPS ,ARREST
15196559,2015,SPD ,DSPUT ,ARREST
15196666,2015,SPD ,TRSPS ,ARREST
15197206,2015,SPD ,3050,ARREST
15197326,2015,SPD ,THEFT ,ARREST
15245928,2015,SPD ,WARSER,ARREST
15245975,2015,SPD ,PTRLCK,ARREST
15246449,2015,SPD ,THEFT ,ARREST
15246473,2015,SPD ,DSRISU,ARREST
15246548,2015,SPD ,3050,ARREST
15246558,2015,SPD ,WARSER,ARREST
15246583,2015,SPD ,TRFSTP,ARREST
15197471,2015,SPD ,DSPUT ,ARREST
15197563,2015,SPD ,ASLTIN,ARREST
15197588,2015,SPD ,ASLTIN,ARREST
15197599,2015,SPD ,ATLDRK,ARREST
15197766,2015,SPD ,TRSPS ,ARREST
15197774,2015,SPD ,MVANO ,ARREST
15198161,2015,SPD ,3050,ARREST
15198169,2015,SPD ,CHKWLF,ARREST
15198311,2015,SPD ,ASLT  ,ARREST
15198324,2015,SPD ,ATLDRK,ARREST
15198391,2015,SPD ,DSPUT ,ARREST
15198593,2015,SPD ,TRFSTP,ARREST
15198615,2015,SPD ,PERSTP,ARREST
15198818,2015,SPD ,VIORST,ARREST
15199174,2015,SPD ,GSW   ,ARREST
15199284,2015,SPD ,THEFT ,ARREST
15199439,2015,SPD ,PERSTP,ARREST
15199480,2015,SPD ,TRFSTP,ARREST
15199514,2015,SPD ,TRSPS ,ARREST
15199995,2015,SPD ,ILGLCA,ARREST
15200057,2015,SPD ,LOCMIS,ARREST
15200072,2015,SPD ,FOLUP ,ARREST
15200233,2015,SPD ,TRSPS ,ARREST
15246617,2015,SPD ,PERSTP,ARREST
15246637,2015,SPD ,TRFSTP,ARREST
15246644,2015,SPD ,WARSER,ARREST
15246650,2015,SPD ,REKBUR,ARREST
15246661,2015,SPD ,SUSPCO,ARREST
15246732,2015,SPD ,DSPUT ,ARREST
15246834,2015,SPD ,TRFSTP,ARREST
15246872,2015,SPD ,THFTVE,ARREST
15246953,2015,SPD ,THFTVE,ARREST
15247196,2015,SPD ,PERSTP,ARREST
