Incident Number,Year,Responding Agency,Initial Call Type,Final Call Type
15105602,2015,SPD ,TRFSTP,ARREST
15105609,2015,SPD ,ATLDRK,ARREST
15105770,2015,SPD ,BURG  ,ARREST
15105826,2015,SPD ,TRFSTP,ARREST
15105830,2015,SPD ,TRFSTP,ARREST
15105858,2015,SPD ,DSPUT ,ARREST
15105928,2015,SPD ,PERSTP,ARREST
15106185,2015,SPD ,TRSPS ,ARREST
15106464,2015,SPD ,DSPUT ,ARREST
15106618,2015,SPD ,THEFT ,ARREST
15106674,2015,SPD ,TRFSTP,ARREST
15106721,2015,SPD ,DSRDSU,ARREST
15106786,2015,SPD ,TRFSTP,ARREST
15106800,2015,SPD ,DSPUT ,ARREST
15106917,2015,SPD ,DSRDSU,ARREST
15106975,2015,SPD ,INDEXP,ARREST
15107152,2015,SPD ,LOCSUB,ARREST
15107511,2015,SPD ,VIORST,ARREST
15107691,2015,SPD ,IPN   ,ARREST
15107723,2015,SPD ,TRSPS ,ARREST
15107766,2015,SPD ,DSRDSU,ARREST
15107845,2015,SPD ,INFO  ,ARREST
15108026,2015,SPD ,SIGNDO,ARREST
15108066,2015,SPD ,FIGHT ,ARREST
15108067,2015,SPD ,CHKWLF,ARREST
15108106,2015,SPD ,PERSTP,ARREST
15108214,2015,SPD ,PERSTP,ARREST
15108226,2015,SPD ,TRFSTP,ARREST
15108368,2015,SPD ,DSPUT ,ARREST
15108381,2015,SPD ,WARSER,ARREST
15108748,2015,SPD ,THEFT ,ARREST
15108989,2015,SPD ,TRFSTP,ARREST
15109003,2015,SPD ,SUSPCO,ARREST
15109026,2015,SPD ,DSPUT ,ARREST
15109052,2015,SPD ,FIGHT ,ARREST
15109062,2015,SPD ,TRFSTP,ARREST
15109077,2015,SPD ,DSPUT ,ARREST
15109380,2015,SPD ,INDEXP,ARREST
15109696,2015,SPD ,CRMSCH,ARREST
15110005,2015,SPD ,ILGLCA,ARREST
15110427,2015,SPD ,TRFSTP,ARREST
15110589,2015,SPD ,VIORST,ARREST
15110758,2015,SPD ,TRFSTP,ARREST
15110812,2015,SPD ,TRFSTP,ARREST
15111060,2015,SPD ,FIGHT ,ARREST
15111093,2015,SPD ,TRSPS ,ARREST
15111350,2015,SPD ,THEFT ,ARREST
15111407,2015,SPD ,TRFSTP,ARREST
15111423,2015,SPD ,ROB   ,ARREST
15111443,2015,SPD ,SHOP  ,ARREST
15111497,2015,SPD ,ATLDRK,ARREST
15111559,2015,SPD ,DSRISU,ARREST
15111580,2015,SPD ,PERSTP,ARREST
15111763,2015,SPD ,DSPUT ,ARREST
15111802,2015,SPD ,DSRDSU,ARREST
15111924,2015,SPD ,DSRDSU,ARREST
15112174,2015,SPD ,CHKWLF,ARREST
15112177,2015,SPD ,ALMSIL,ARREST
15112220,2015,SPD ,TRFSTP,ARREST
15112221,2015,SPD ,THEFT ,ARREST
15112253,2015,SPD ,THEFT ,ARREST
15112306,2015,SPD ,THEFT ,ARREST
15112403,2015,SPD ,THEFT ,ARREST
15112412,2015,SPD ,REKDRI,ARREST
15112424,2015,SPD ,SUSPSU,ARREST
15112487,2015,SPD ,CHKWLF,ARREST
15112513,2015,SPD ,TRFSTP,ARREST
15112566,2015,SPD ,TRFSTP,ARREST
15112594,2015,SPD ,TRFSTP,ARREST
15112846,2015,SPD ,PUBIND,ARREST
15112891,2015,SPD ,LOCRNY,ARREST
15113102,2015,SPD ,SUSPVE,ARREST
15113189,2015,SPD ,LOCSUB,ARREST
15113199,2015,SPD ,TRSPS ,ARREST
15113496,2015,SPD ,TRFSTP,ARREST
15113879,2015,SPD ,DSRDSU,ARREST
15113988,2015,SPD ,TRFSTP,ARREST
15114015,2015,SPD ,TRFSTP,ARREST
15114128,2015,SPD ,THFTSE,ARREST
15114172,2015,SPD ,TRFSTP,ARREST
15114411,2015,SPD ,ASTOUT,ARREST
15114577,2015,SPD ,ASTOUT,ARREST
15114623,2015,SPD ,UNKNPR,ARREST
15114728,2015,SPD ,THEFT ,ARREST
15114784,2015,SPD ,MVAUNK,ARREST
15114830,2015,SPD ,ASLT  ,ARREST
15114841,2015,SPD ,FOLUP ,ARREST
15114895,2015,SPD ,TRFSTP,ARREST
15114917,2015,SPD ,DSRDSU,ARREST
15114980,2015,SPD ,SUBJDO,ARREST
15115042,2015,SPD ,FOLUP ,ARREST
15115523,2015,SPD ,VIORST,ARREST
15115786,2015,SPD ,INFOPD,ARREST
15115842,2015,SPD ,TRFSTP,ARREST
15116071,2015,SPD ,CHKWLF,ARREST
15116080,2015,SPD ,VIORST,ARREST
15116236,2015,SPD ,DISCON,ARREST
15116490,2015,SPD ,PERSTP,ARREST
15116527,2015,SPD ,DSPUT ,ARREST
15116574,2015,SPD ,THEFT ,ARREST
15116715,2015,SPD ,VEHENT,ARREST
15116935,2015,SPD ,FOLUP ,ARREST
15117007,2015,SPD ,PERSTP,ARREST
15117100,2015,SPD ,TRFSTP,ARREST
15117236,2015,SPD ,LOCSUB,ARREST
15117360,2015,SPD ,CHKWLF,ARREST
15117377,2015,SPD ,ATLDRK,ARREST
15117479,2015,SPD ,TRFSTP,ARREST
15117486,2015,SPD ,LOUDNO,ARREST
15117716,2015,SPD ,LOCSUB,ARREST
15117793,2015,SPD ,VIORST,ARREST
15118050,2015,SPD ,SHOP  ,ARREST
15118211,2015,SPD ,TRFSTP,ARREST
15118401,2015,SPD ,TRFSTP,ARREST
15118415,2015,SPD ,CHKWLF,ARREST
15118534,2015,SPD ,TRFSTP,ARREST
15118560,2015,SPD ,DSRDSU,ARREST
15118616,2015,SPD ,TRSPS ,ARREST
15118621,2015,SPD ,PERSTP,ARREST
15119064,2015,SPD ,TRFSTP,ARREST
15119079,2015,SPD ,SUSPVE,ARREST
15119097,2015,SPD ,TRSPS ,ARREST
15119111,2015,SPD ,TRFSTP,ARREST
15119124,2015,SPD ,TRSPS ,ARREST
15119151,2015,SPD ,TRFSTP,ARREST
15119493,2015,SPD ,SUISUB,ARREST
15119653,2015,SPD ,3050,ARREST
15119688,2015,SPD ,PERSTP,ARREST
15120230,2015,SPD ,LOCSUB,ARREST
15120340,2015,SPD ,ARMDSU,ARREST
15120375,2015,SPD ,ATLDRK,ARREST
15120428,2015,SPD ,SHOP  ,ARREST
15120438,2015,SPD ,SEZCON,ARREST
15120449,2015,SPD ,DSPTFM,ARREST
15120511,2015,SPD ,TRSPS ,ARREST
15120673,2015,SPD ,PERSTP,ARREST
15120697,2015,SPD ,MENACE,ARREST
15120999,2015,SPD ,LOCSUB,ARREST
15121029,2015,SPD ,FNDCHL,ARREST
15121244,2015,SPD ,PTRLCK,ARREST
15121367,2015,SPD ,CHKWLF,ARREST
15121503,2015,SPD ,DSPUT ,ARREST
15121567,2015,SPD ,TRFSTP,ARREST
15121637,2015,SPD ,DISVEH,ARREST
15121638,2015,SPD ,DSPTFM,ARREST
15121674,2015,SPD ,TRSPS ,ARREST
15121857,2015,SPD ,CHKWLF,ARREST
15121937,2015,SPD ,THEFT ,ARREST
15122050,2015,SPD ,LOCSUB,ARREST
15122229,2015,SPD ,ACBIK ,ARREST
15122292,2015,SPD ,THEFT ,ARREST
15122424,2015,SPD ,TRFSTP,ARREST
15122619,2015,SPD ,TRFSTP,ARREST
15122646,2015,SPD ,DSRDSU,ARREST
15122667,2015,SPD ,PERSTP,ARREST
15123039,2015,SPD ,DSPTFM,ARREST
15123156,2015,SPD ,TRFSTP,ARREST
15123337,2015,SPD ,TRSPS ,ARREST
15123654,2015,SPD ,DSPUT ,ARREST
15123665,2015,SPD ,DSPUT ,ARREST
15123740,2015,SPD ,LOCSUB,ARREST
15124125,2015,SPD ,SUSPSU,ARREST
15124154,2015,SPD ,STAB  ,ARREST
15124163,2015,SPD ,DSPUT ,ARREST
15124358,2015,SPD ,TRFSTP,ARREST
15124561,2015,SPD ,OD    ,ARREST
15124587,2015,SPD ,TRFSTP,ARREST
15124765,2015,SPD ,TRSPS ,ARREST
15124888,2015,SPD ,THEFT ,ARREST
15124974,2015,SPD ,FORG  ,ARREST
15125188,2015,SPD ,3050,ARREST
15125303,2015,SPD ,SUBJDO,ARREST
15125408,2015,SPD ,TRFSTP,ARREST
15125430,2015,SPD ,DSPUT ,ARREST
15125508,2015,SPD ,PERSTP,ARREST
15125589,2015,SPD ,PERSTP,ARREST
15125926,2015,SPD ,TRFSTP,ARREST
15126126,2015,SPD ,SUSPCO,ARREST
15126220,2015,SPD ,DSRDSU,ARREST
15126472,2015,SPD ,ARMDSU,ARREST
15126568,2015,SPD ,TRFSTP,ARREST
15126742,2015,SPD ,FOLUP ,ARREST
15126745,2015,SPD ,DSPTFM,ARREST
15126772,2015,SPD ,TRSPS ,ARREST
15126833,2015,SPD ,DSRDSU,ARREST
15126837,2015,SPD ,FIGHT ,ARREST
15126918,2015,SPD ,TRFSTP,ARREST
15126949,2015,SPD ,LOUDNO,ARREST
15127483,2015,SPD ,DSRDSU,ARREST
15127576,2015,SPD ,TRFSTP,ARREST
15127803,2015,SPD ,THEFT ,ARREST
15127819,2015,SPD ,TRFSTP,ARREST
15127913,2015,SPD ,TRFSTP,ARREST
15127941,2015,SPD ,MVAUNK,ARREST
15128144,2015,SPD ,TRSPS ,ARREST
15128225,2015,SPD ,TRFSTP,ARREST
15128558,2015,SPD ,LOCSUB,ARREST
15128771,2015,SPD ,SUSPSU,ARREST
15128773,2015,SPD ,MVAUNK,ARREST
15128946,2015,SPD ,TRSPS ,ARREST
15129157,2015,SPD ,LOCSUB,ARREST
15129327,2015,SPD ,PERSTP,ARREST
15129463,2015,SPD ,DSPUT ,ARREST
15129543,2015,SPD ,LOCSUB,ARREST
15129623,2015,SPD ,INTXSU,ARREST
15129655,2015,SPD ,ATLDRK,ARREST
15129713,2015,SPD ,FIGHT ,ARREST
15129776,2015,SPD ,TRFSTP,ARREST
15129878,2015,SPD ,TRSPS ,ARREST
15130200,2015,SPD ,LOUDNO,ARREST
15130375,2015,SPD ,LOCSUB,ARREST
15130439,2015,SPD ,ASLT  ,ARREST
15130547,2015,SPD ,ASLT  ,ARREST
15130602,2015,SPD ,CHKWLF,ARREST
15130759,2015,SPD ,TRFSTP,ARREST
15130761,2015,SPD ,PTRLCK,ARREST
15130763,2015,SPD ,TRFSTP,ARREST
15212926,2015,SPD ,FOLUP ,ARREST
15213041,2015,SPD ,TRSPS ,ARREST
15130856,2015,SPD ,PERSTP,ARREST
15130871,2015,SPD ,TRFSTP,ARREST
15130945,2015,SPD ,TRFSTP,ARREST
15131138,2015,SPD ,PERSTP,ARREST
15213512,2015,SPD ,MVANO ,ARREST
15213518,2015,SPD ,DSRDSU,ARREST
15213564,2015,SPD ,SUISUB,ARREST
15213588,2015,SPD ,SHOP  ,ARREST
15213596,2015,SPD ,UNKNPR,ARREST
15213648,2015,SPD ,SUSPSU,ARREST
15213703,2015,SPD ,ARMDSU,ARREST
15213717,2015,SPD ,TRFSTP,ARREST
15213731,2015,SPD ,DSPUT ,ARREST
15131311,2015,SPD ,ATL   ,ARREST
15131352,2015,SPD ,3050,ARREST
15131368,2015,SPD ,LOCSUB,ARREST
15131484,2015,SPD ,PRKVIO,ARREST
15131607,2015,SPD ,TRFSTP,ARREST
15131639,2015,SPD ,PERSTP,ARREST
15131651,2015,SPD ,TRFSTP,ARREST
15131669,2015,SPD ,DSRDSU,ARREST
15131704,2015,SPD ,TRFSTP,ARREST
15131916,2015,SPD ,TRSPS ,ARREST
15131953,2015,SPD ,DSRDSU,ARREST
15132331,2015,SPD ,SHOP  ,ARREST
15132364,2015,SPD ,PERSTP,ARREST
15132391,2015,SPD ,PERSTP,ARREST
15132458,2015,SPD ,ATLDRK,ARREST
15132483,2015,SPD ,TRFSTP,ARREST
15132624,2015,SPD ,TRFSTP,ARREST
15132689,2015,SPD ,BLKALY,ARREST
15213777,2015,SPD ,TRSPS ,ARREST
15213788,2015,SPD ,TRFSTP,ARREST
15213826,2015,SPD ,WARSER,ARREST
15214150,2015,SPD ,TRFSTP,ARREST
15214239,2015,SPD ,TRFSTP,ARREST
15214245,2015,SPD ,THEFT ,ARREST
15132901,2015,SPD ,TRFSTP,ARREST
15132904,2015,SPD ,CRMSCH,ARREST
15132985,2015,SPD ,SHOP  ,ARREST
15133019,2015,SPD ,WARSER,ARREST
15133107,2015,SPD ,3050,ARREST
15133159,2015,SPD ,ILGLCA,ARREST
15133242,2015,SPD ,DSPTFM,ARREST
15133405,2015,SPD ,TRFHAZ,ARREST
15133477,2015,SPD ,BURG  ,ARREST
15133557,2015,SPD ,SUSPSU,ARREST
15133586,2015,SPD ,TRFSTP,ARREST
15133725,2015,SPD ,WARSER,ARREST
15133765,2015,SPD ,DSPUT ,ARREST
15133781,2015,SPD ,TRFSTP,ARREST
15133928,2015,SPD ,WARSER,ARREST
15134042,2015,SPD ,ATLDRK,ARREST
15134048,2015,SPD ,LOCSUB,ARREST
15134127,2015,SPD ,TRSPS ,ARREST
15134130,2015,SPD ,TRFSTP,ARREST
15134226,2015,SPD ,TRFSTP,ARREST
15134321,2015,SPD ,SUISUB,ARREST
15134384,2015,SPD ,PERSTP,ARREST
15134414,2015,SPD ,TRFSTP,ARREST
15134441,2015,SPD ,DSPUT ,ARREST
15134463,2015,SPD ,THEFT ,ARREST
15134636,2015,SPD ,TRSPS ,ARREST
15134805,2015,SPD ,ASLT  ,ARREST
15134940,2015,SPD ,FIGHT ,ARREST
15214521,2015,SPD ,SUSPSU,ARREST
15214583,2015,SPD ,SUSPVE,ARREST
15215072,2015,SPD ,TRFSTP,ARREST
15135256,2015,SPD ,ACVEPD,ARREST
15135505,2015,SPD ,LOCSUB,ARREST
15136045,2015,SPD ,TRSPS ,ARREST
15136089,2015,SPD ,FIGHT ,ARREST
15136141,2015,SPD ,TRSPS ,ARREST
15215689,2015,SPD ,THEFT ,ARREST
15215872,2015,SPD ,TRFSTP,ARREST
15216208,2015,SPD ,DSRDSU,ARREST
15216273,2015,SPD ,WARSER,ARREST
15216295,2015,SPD ,TRSPS ,ARREST
15136421,2015,SPD ,TRFSTP,ARREST
15136659,2015,SPD ,BURG  ,ARREST
15136983,2015,SPD ,SHOP  ,ARREST
15137227,2015,SPD ,DSPUT ,ARREST
15137242,2015,SPD ,CHKWLF,ARREST
15137325,2015,SPD ,DSPUT ,ARREST
15137391,2015,SPD ,LOCSUB,ARREST
15137397,2015,SPD ,WARSER,ARREST
15137457,2015,SPD ,PERSTP,ARREST
15137737,2015,SPD ,THEFT ,ARREST
15137786,2015,SPD ,DSRDSU,ARREST
15137788,2015,SPD ,DSPUT ,ARREST
15137999,2015,SPD ,CHKWLF,ARREST
15138029,2015,SPD ,CHLDAB,ARREST
15138101,2015,SPD ,TRFSTP,ARREST
15138129,2015,SPD ,SUSPCO,ARREST
15216555,2015,SPD ,3050,ARREST
15216977,2015,SPD ,TRFSTP,ARREST
15216983,2015,SPD ,ATL   ,ARREST
15217106,2015,SPD ,TRSPS ,ARREST
15217168,2015,SPD ,SUBJDO,ARREST
15138508,2015,SPD ,DSPUT ,ARREST
15138545,2015,SPD ,ASLT  ,ARREST
15138578,2015,SPD ,SHOP  ,ARREST
15138665,2015,SPD ,ATLDRK,ARREST
15138730,2015,SPD ,PERSTP,ARREST
15138764,2015,SPD ,SUSPCO,ARREST
15138780,2015,SPD ,THFTSE,ARREST
15138842,2015,SPD ,DSPUT ,ARREST
15138854,2015,SPD ,REKDRI,ARREST
15138899,2015,SPD ,TRFSTP,ARREST
15139056,2015,SPD ,TRFSTP,ARREST
15139329,2015,SPD ,DRUGIN,ARREST
15217488,2015,SPD ,SUSPSU,ARREST
15217632,2015,SPD ,VIOCOR,ARREST
15217662,2015,SPD ,INTXSU,ARREST
15139448,2015,SPD ,PERSTP,ARREST
15139473,2015,SPD ,TRSPS ,ARREST
15139531,2015,SPD ,TRFSTP,ARREST
15139662,2015,SPD ,TRFSTP,ARREST
15139746,2015,SPD ,TRSPS ,ARREST
15139772,2015,SPD ,TRFSTP,ARREST
15139875,2015,SPD ,LOCSUB,ARREST
15140619,2015,SPD ,DSPUT ,ARREST
15140652,2015,SPD ,TRFSTP,ARREST
15140675,2015,SPD ,SUSPSU,ARREST
15217723,2015,SPD ,DSPUT ,ARREST
15217803,2015,SPD ,DSPUT ,ARREST
15217818,2015,SPD ,DSPUT ,ARREST
15218007,2015,SPD ,TRFSTP,ARREST
15218043,2015,SPD ,TRFSTP,ARREST
15218408,2015,SPD ,SUSPVE,ARREST
15218519,2015,SPD ,TRFSTP,ARREST
15140694,2015,SPD ,TRFSTP,ARREST
15140734,2015,SPD ,TRFSTP,ARREST
15140799,2015,SPD ,CHKWLF,ARREST
15140850,2015,SPD ,DOGAL ,ARREST
15141192,2015,SPD ,THEFT ,ARREST
15141256,2015,SPD ,SHOP  ,ARREST
15141265,2015,SPD ,SHOP  ,ARREST
15141276,2015,SPD ,DSPUT ,ARREST
15141423,2015,SPD ,ATLDRK,ARREST
15141593,2015,SPD ,LOCVEH,ARREST
15141793,2015,SPD ,SUSPCO,ARREST
15141845,2015,SPD ,WARSER,ARREST
15141877,2015,SPD ,ARMDSU,ARREST
15141927,2015,SPD ,PERSTP,ARREST
15218830,2015,SPD ,TRFSTP,ARREST
15218946,2015,SPD ,DSRDSU,ARREST
15219023,2015,SPD ,SUSPSU,ARREST
15219150,2015,SPD ,PTRLCK,ARREST
15219154,2015,SPD ,ATLDRK,ARREST
15219161,2015,SPD ,PERSTP,ARREST
15219227,2015,SPD ,LOCSUB,ARREST
15219348,2015,SPD ,CHKWLF,ARREST
15219357,2015,SPD ,FOLUP ,ARREST
15219376,2015,SPD ,UNKNPR,ARREST
15142076,2015,SPD ,ANICMP,ARREST
15142202,2015,SPD ,TRFSTP,ARREST
15142301,2015,SPD ,THEFT ,ARREST
15142314,2015,SPD ,ATLDRK,ARREST
15142492,2015,SPD ,TRFSTP,ARREST
15142535,2015,SPD ,TRSPS ,ARREST
15142570,2015,SPD ,DSPUT ,ARREST
15142600,2015,SPD ,TRFSTP,ARREST
15142620,2015,SPD ,TRSPS ,ARREST
15142655,2015,SPD ,ASLT  ,ARREST
15142663,2015,SPD ,TRSPS ,ARREST
15143094,2015,SPD ,TRSPS ,ARREST
15219413,2015,SPD ,FOLUP ,ARREST
15219529,2015,SPD ,FOLUP ,ARREST
15219549,2015,SPD ,ANICMP,ARREST
15219601,2015,SPD ,TRFSTP,ARREST
15219669,2015,SPD ,3050,ARREST
15219710,2015,SPD ,DSPUT ,ARREST
15219829,2015,SPD ,DSRDSU,ARREST
15219892,2015,SPD ,TRFSTP,ARREST
15220008,2015,SPD ,TRFSTP,ARREST
15220009,2015,SPD ,SUSPVE,ARREST
15220038,2015,SPD ,TRFSTP,ARREST
15143279,2015,SPD ,DSPTFM,ARREST
15143505,2015,SPD ,WARSER,ARREST
15143637,2015,SPD ,TRSPS ,ARREST
15143879,2015,SPD ,CHKWLF,ARREST
15144005,2015,SPD ,TRFSTP,ARREST
15144117,2015,SPD ,PTRLCK,ARREST
15144121,2015,SPD ,TRFSTP,ARREST
15144191,2015,SPD ,TRSPS ,ARREST
15220098,2015,SPD ,TRFSTP,ARREST
15144664,2015,SPD ,PERSTP,ARREST
15144813,2015,SPD ,THEFT ,ARREST
15144875,2015,SPD ,TRFSTP,ARREST
15144929,2015,SPD ,PERSTP,ARREST
15144968,2015,SPD ,TRFSTP,ARREST
15145086,2015,SPD ,PERSTP,ARREST
15145164,2015,SPD ,WARSER,ARREST
15145293,2015,SPD ,TRSPS ,ARREST
15145461,2015,SPD ,LOCSUB,ARREST
15145499,2015,SPD ,TRFSTP,ARREST
15145501,2015,SPD ,DSPUT ,ARREST
15145587,2015,SPD ,TRFSTP,ARREST
15145696,2015,SPD ,TRFSTP,ARREST
15220593,2015,SPD ,TRSPS ,ARREST
15220659,2015,SPD ,3050,ARREST
15220719,2015,SPD ,TRFSTP,ARREST
15220881,2015,SPD ,DSPUT ,ARREST
15145736,2015,SPD ,ASLTIN,ARREST
15145758,2015,SPD ,TRFSTP,ARREST
15146110,2015,SPD ,ATL   ,ARREST
15146311,2015,SPD ,PERSTP,ARREST
15146333,2015,SPD ,TRSPS ,ARREST
15146354,2015,SPD ,DSPUT ,ARREST
15146393,2015,SPD ,ACVEBK,ARREST
15146432,2015,SPD ,PERSTP,ARREST
15146578,2015,SPD ,ASLT  ,ARREST
15146633,2015,SPD ,PERSTP,ARREST
15147180,2015,SPD ,FOLUP ,ARREST
15147191,2015,SPD ,THEFT ,ARREST
15147298,2015,SPD ,TRFSTP,ARREST
15147370,2015,SPD ,TRSPS ,ARREST
15147491,2015,SPD ,TRSPS ,ARREST
15147517,2015,SPD ,SUSPCO,ARREST
15147546,2015,SPD ,DSRDSU,ARREST
15147660,2015,SPD ,TRFSTP,ARREST
15147767,2015,SPD ,DSPUT ,ARREST
15147790,2015,SPD ,DSPUT ,ARREST
15147809,2015,SPD ,NUSVEH,ARREST
15147891,2015,SPD ,TRSPS ,ARREST
15148056,2015,SPD ,DSRDSU,ARREST
15148154,2015,SPD ,FOLUP ,ARREST
15148302,2015,SPD ,DSPUT ,ARREST
15148464,2015,SPD ,TRFSTP,ARREST
15148601,2015,SPD ,THEFT ,ARREST
15148622,2015,SPD ,LOCSUB,ARREST
15148690,2015,SPD ,INFOPD,ARREST
15148733,2015,SPD ,PERSTP,ARREST
15148862,2015,SPD ,3050,ARREST
15149016,2015,SPD ,ANICRU,ARREST
15149154,2015,SPD ,TRFSTP,ARREST
15149177,2015,SPD ,TRSPS ,ARREST
15149214,2015,SPD ,DSPUT ,ARREST
15149251,2015,SPD ,TRFSTP,ARREST
15149311,2015,SPD ,THEFT ,ARREST
15149333,2015,SPD ,DSPUT ,ARREST
15149344,2015,SPD ,DSPUT ,ARREST
15149370,2015,SPD ,DSPUT ,ARREST
15149497,2015,SPD ,HR    ,ARREST
15149499,2015,SPD ,LOUDPA,ARREST
15221716,2015,SPD ,TRFSTP,ARREST
15221919,2015,SPD ,SUSPSU,ARREST
15221970,2015,SPD ,LOCSUB,ARREST
15222288,2015,SPD ,PRKVIO,ARREST
15149586,2015,SPD ,DSRDJU,ARREST
15149668,2015,SPD ,SUSPSU,ARREST
15149690,2015,SPD ,LOCSUB,ARREST
15149787,2015,SPD ,TRSPS ,ARREST
15150090,2015,SPD ,SUSPSU,ARREST
15150153,2015,SPD ,DSPUT ,ARREST
15150181,2015,SPD ,MVAUNK,ARREST
15150395,2015,SPD ,SUSPSU,ARREST
15150417,2015,SPD ,DSPUT ,ARREST
15150703,2015,SPD ,TRFSTP,ARREST
15150732,2015,SPD ,THEFT ,ARREST
15222394,2015,SPD ,TRFSTP,ARREST
15222397,2015,SPD ,THEFT ,ARREST
15222511,2015,SPD ,SUSPCO,ARREST
15222621,2015,SPD ,SUISUB,ARREST
15222624,2015,SPD ,TRFSTP,ARREST
15222657,2015,SPD ,TRFSTP,ARREST
15222911,2015,SPD ,TRSPS ,ARREST
15150836,2015,SPD ,UNATCH,ARREST
15151104,2015,SPD ,TRFSTP,ARREST
15151111,2015,SPD ,TRFSTP,ARREST
15151216,2015,SPD ,VIORST,ARREST
15151235,2015,SPD ,PTRLCK,ARREST
15151357,2015,SPD ,TRFSTP,ARREST
15151392,2015,SPD ,ANICRU,ARREST
15151489,2015,SPD ,ATLDRK,ARREST
15151504,2015,SPD ,DSRDSU,ARREST
15151554,2015,SPD ,TRSPS ,ARREST
15151618,2015,SPD ,3050,ARREST
15223422,2015,SPD ,REKDRI,ARREST
15223430,2015,SPD ,TRFSTP,ARREST
15223435,2015,SPD ,MVAUNK,ARREST
15223436,2015,SPD ,DSPUT ,ARREST
15223622,2015,SPD ,SUBJDO,ARREST
15223666,2015,SPD ,SHOP  ,ARREST
15224031,2015,SPD ,VIORST,ARREST
15224066,2015,SPD ,TRSPS ,ARREST
15224072,2015,SPD ,3050,ARREST
15224207,2015,SPD ,DSPUT ,ARREST
15224213,2015,SPD ,3050,ARREST
15151945,2015,SPD ,PERSTP,ARREST
15151997,2015,SPD ,PERSTP,ARREST
15152029,2015,SPD ,TRFSTP,ARREST
15152052,2015,SPD ,TRFSTP,ARREST
15152083,2015,SPD ,TRFSTP,ARREST
15152127,2015,SPD ,DSPUT ,ARREST
15152151,2015,SPD ,TRFSTP,ARREST
15152215,2015,SPD ,TRFSTP,ARREST
15152370,2015,SPD ,DSPUT ,ARREST
15152532,2015,SPD ,DSRDSU,ARREST
15152628,2015,SPD ,LOCSUB,ARREST
15152670,2015,SPD ,DSRDSU,ARREST
15224274,2015,SPD ,DSPUT ,ARREST
15224290,2015,SPD ,TRFSTP,ARREST
15224375,2015,SPD ,TRFSTP,ARREST
15224624,2015,SPD ,TRSPS ,ARREST
15224684,2015,SPD ,THEFT ,ARREST
15224779,2015,SPD ,WARSER,ARREST
15224783,2015,SPD ,PERSTP,ARREST
15152907,2015,SPD ,TRFSTP,ARREST
15152963,2015,SPD ,DSPUT ,ARREST
15152964,2015,SPD ,TRFSTP,ARREST
15153142,2015,SPD ,DSRDSU,ARREST
15153221,2015,SPD ,SUSPCO,ARREST
15153262,2015,SPD ,PERSTP,ARREST
15153278,2015,SPD ,PERSTP,ARREST
15153285,2015,SPD ,SUSPSU,ARREST
15153354,2015,SPD ,TRFSTP,ARREST
15224890,2015,SPD ,THEFT ,ARREST
15224899,2015,SPD ,THEFT ,ARREST
15225057,2015,SPD ,PERSTP,ARREST
15225147,2015,SPD ,DSRDSU,ARREST
15225165,2015,SPD ,HR    ,ARREST
15225171,2015,SPD ,SUSPCO,ARREST
15225192,2015,SPD ,ATLDRK,ARREST
15225205,2015,SPD ,SUSPCO,ARREST
15153820,2015,SPD ,PERSTP,ARREST
15154003,2015,SPD ,SUSPSU,ARREST
15154031,2015,SPD ,REKDRI,ARREST
15154141,2015,SPD ,PERSTP,ARREST
15154316,2015,SPD ,TRFSTP,ARREST
15154783,2015,SPD ,THEFT ,ARREST
15225476,2015,SPD ,THEFT ,ARREST
15225637,2015,SPD ,TRFSTP,ARREST
15225677,2015,SPD ,TRFSTP,ARREST
15225692,2015,SPD ,ATLDRK,ARREST
15225891,2015,SPD ,GRAFIT,ARREST
15225939,2015,SPD ,BURG  ,ARREST
15226009,2015,SPD ,TRFSTP,ARREST
15226027,2015,SPD ,SUSPCO,ARREST
15154974,2015,SPD ,IPN   ,ARREST
15155028,2015,SPD ,DSPUT ,ARREST
15155118,2015,SPD ,TRSPS ,ARREST
15155151,2015,SPD ,VIORST,ARREST
15155180,2015,SPD ,TRFSTP,ARREST
15155463,2015,SPD ,TRFSTP,ARREST
15155498,2015,SPD ,TRFSTP,ARREST
15155508,2015,SPD ,TRFSTP,ARREST
15155915,2015,SPD ,THEFT ,ARREST
15156111,2015,SPD ,TRFSTP,ARREST
15226065,2015,SPD ,TRFSTP,ARREST
15226094,2015,SPD ,TRFSTP,ARREST
15226134,2015,SPD ,PERSTP,ARREST
15226195,2015,SPD ,DSPUT ,ARREST
15226230,2015,SPD ,TRFSTP,ARREST
15226291,2015,SPD ,PERSTP,ARREST
15156153,2015,SPD ,TRFSTP,ARREST
15156255,2015,SPD ,ARMDSU,ARREST
15156288,2015,SPD ,CNTSUB,ARREST
15156948,2015,SPD ,LOCSUB,ARREST
15157076,2015,SPD ,ASLT  ,ARREST
15157111,2015,SPD ,SUSPCO,ARREST
15157171,2015,SPD ,TRSPS ,ARREST
15157295,2015,SPD ,PERSTP,ARREST
15157343,2015,SPD ,DSPUT ,ARREST
15226717,2015,SPD ,TRFSTP,ARREST
15226804,2015,SPD ,TRFSTP,ARREST
15226831,2015,SPD ,TRFSTP,ARREST
15226841,2015,SPD ,ATLDRK,ARREST
15226851,2015,SPD ,ATLDRK,ARREST
15226876,2015,SPD ,PERSTP,ARREST
